id,anomalous_pix_perc,cloud_cover,origin_x,origin_y,acquired,strip_id\n
20190923_163540_53_106e,0,0.02,407928,4665663,2019-09-23T16:35:40.537333Z,2698701
20190924_162047_100a,0,0.24,393921,4646373,2019-09-24T16:20:47.578013Z,2701032
20190926_145605_0f44,0.01,0,395019,4630533,2019-09-26T14:56:05.01162Z,2706051
20190926_162150_0f15,0,0.01,397107,4659387,2019-09-26T16:21:50.734621Z,2706000
20190930_162100_0f31,0,0.01,410025,4656453,2019-09-30T16:21:00.078691Z,2715747
20190930_162308_0f15,0.01,0,416625,4623720,2019-09-30T16:23:08.411006Z,2715754
20191001_161957_1009,0,0.06,371643,4648197,2019-10-01T16:19:57.762832Z,2718159
20191001_163938_66_105c,0,0.05,399489,4638645,2019-10-01T16:39:38.665607Z,2718089
20191001_163941_14_105c,0,0.04,395340,4621710,2019-10-01T16:39:41.142344Z,2718089
20191006_162416_0f4e,0,0.22,403545,4648581,2019-10-06T16:24:16.815047Z,2730699
20191006_162417_0f4e,0,0.09,401769,4641240,2019-10-06T16:24:17.874953Z,2730699
20191006_162438_100a,0,0.13,371976,4659372,2019-10-06T16:24:38.262908Z,2730883
20191007_145429_104e,0.01,0,389058,4629291,2019-10-07T14:54:29.528619Z,2733219
20191007_145431_104e,0.01,0,386424,4642608,2019-10-07T14:54:31.411861Z,2733219
20191007_145432_104e,0.01,0,385167,4649286,2019-10-07T14:54:32.353482Z,2733219
20191008_145037_1053,0.01,0,421953,4634997,2019-10-08T14:50:37.717224Z,2735975
20191008_145039_1053,0.01,0,419199,4648269,2019-10-08T14:50:39.60833Z,2735975
20191009_145411_0f44,0.01,0,399546,4631322,2019-10-09T14:54:11.852463Z,2737220
20191009_163541_83_1060,0,0.02,401751,4620465,2019-10-09T16:35:41.831455Z,2736756
20191012_161853_103c,0,0.01,420855,4652169,2019-10-12T16:18:53.204866Z,2745013
20191012_161857_103c,0,0,414390,4623393,2019-10-12T16:18:57.338353Z,2745013
20191012_161858_103c,0,0.01,412737,4616184,2019-10-12T16:18:58.371725Z,2745013
20191014_162114_1005,0,0,374418,4657704,2019-10-14T16:21:14.420494Z,2750247
20191018_145232_0f2a,0.01,0.01,381189,4628370,2019-10-18T14:52:32.408384Z,2761661
20191018_162222_1005,0,0.18,399288,4631847,2019-10-18T16:22:22.043553Z,2761296
20191018_163519_86_106d,0,0.09,395844,4622535,2019-10-18T16:35:19.86881Z,2761974
20191019_163806_91_1061,0,0.18,389073,4634211,2019-10-19T16:38:06.916454Z,2764705
20191020_162018_103b,0,0.03,374418,4644114,2019-10-20T16:20:18.219927Z,2767160
20191020_162020_103b,0,0.03,370923,4629681,2019-10-20T16:20:20.289816Z,2767160
20191027_162116_1044,0,0,400158,4622355,2019-10-27T16:21:16.685851Z,2787078
20190917_162136_103d,0.01,0.01,394347,4635732,2019-09-17T16:21:36.55809Z,2683132
20190917_162137_103d,0.01,0,392676,4628529,2019-09-17T16:21:37.598801Z,2683132
20190917_162138_103d,0,0.01,391008,4621398,2019-09-17T16:21:38.638989Z,2683132
20190917_163515_57_106c,0,0.13,415977,4667874,2019-09-17T16:35:15.577487Z,2683929
20190918_163747_57_105e,0,0.12,391629,4649760,2019-09-18T16:37:47.573624Z,2685915
20190923_145412_0f21,0.01,0.01,393585,4644534,2019-09-23T14:54:12.505288Z,2698539
20190923_161846_100c,0,0.01,389388,4652376,2019-09-23T16:18:46.410888Z,2698480
20190923_161849_100c,0,0.01,384417,4630671,2019-09-23T16:18:49.529353Z,2698480
20190923_161850_100c,0,0.01,382743,4623408,2019-09-23T16:18:50.569016Z,2698480
20190923_162227_0f35,0,0.01,393675,4650702,2019-09-23T16:22:27.499944Z,2698488
20190923_162229_0f35,0.01,0.01,390183,4636155,2019-09-23T16:22:29.578746Z,2698488
20190924_162031_0f4e,0,0.01,423606,4636326,2019-09-24T16:20:31.395487Z,2701028
20190926_145606_0f44,0.01,0,392346,4643982,2019-09-26T14:56:06.931563Z,2706051
20190926_145608_0f44,0.01,0,389685,4657455,2019-09-26T14:56:08.851506Z,2706051
20190926_161947_0f31,0,0,417879,4616274,2019-09-26T16:19:47.967816Z,2705999
20190930_145150_1_1050,0.01,0,422640,4627737,2019-09-30T14:51:50.035107Z,2715791
20190930_145151_1050,0.01,0,419868,4641183,2019-09-30T14:51:51.941418Z,2715791
20190930_162305_0f15,0,0.01,421824,4645251,2019-09-30T16:23:05.3046Z,2715754
20191006_162041_1039,0,0.01,422580,4648698,2019-10-06T16:20:41.423888Z,2730686
20191006_162045_1039,0,0.01,415782,4619871,2019-10-06T16:20:45.559997Z,2730686
20191008_145040_1053,0.01,0.01,417783,4654962,2019-10-08T14:50:40.553622Z,2735975
20191009_163535_76_1060,0,0.01,411606,4662597,2019-10-09T16:35:35.769113Z,2736756
20191009_163537_78_1060,0,0.02,408324,4648296,2019-10-09T16:35:37.789719Z,2736756
20191012_161853_103c,0,0.01,420855,4652169,2019-10-12T16:18:53.204866Z,2745013
20191012_161855_103c,0,0.01,417663,4637814,2019-10-12T16:18:55.27161Z,2745013
20191013_145306_1052,0.01,0.12,401073,4631145,2019-10-13T14:53:06.027828Z,2747461
20191013_145308_1052,0.01,0.04,397242,4650975,2019-10-13T14:53:08.851118Z,2747461
20191013_145309_1052,0.01,0.1,395955,4657608,2019-10-13T14:53:09.79274Z,2747461
20191013_161958_1010,0,0.17,379968,4633353,2019-10-13T16:19:58.393303Z,2747404
20191017_163338_15_1062,0,0.13,412218,4629984,2019-10-17T16:33:38.152732Z,2759422
20191018_162218_1005,0,0.11,404514,4653309,2019-10-18T16:22:18.946584Z,2761296
20191018_162221_1005,0,0.24,401013,4639005,2019-10-18T16:22:21.01123Z,2761296
20191019_163806_91_1061,0,0.18,389073,4634211,2019-10-19T16:38:06.916454Z,2764705
20191020_162016_103b,0,0.02,377733,4658403,2019-10-20T16:20:16.150563Z,2767160
20191020_162020_103b,0,0.03,370923,4629681,2019-10-20T16:20:20.289816Z,2767160
20170922_164613_0f4d,0.06,0.12,402432,4383588,2017-09-22T16:46:13.976715Z,776477
20170922_164617_0f4d,0.13,0.22,396960,4411218,2017-09-22T16:46:17.892471Z,776477
20170922_164618_0f4d,0.09,0.16,395565,4418118,2017-09-22T16:46:18.87141Z,776477
20170929_164417_1052,0.01,0.15,428367,4370766,2017-09-29T16:44:17.905458Z,797860
20170929_164422_1052,0,0,421644,4404948,2017-09-29T16:44:22.769458Z,797860
20171001_164426_0f46,0,0.04,432612,4374945,2017-10-01T16:44:26.044371Z,803905
20171001_164428_0f46,0,0.17,429831,4388754,2017-10-01T16:44:28.017507Z,803905
20171007_164414_0f53,0.04,0.14,418995,4389615,2017-10-07T16:44:14.793416Z,818595
20171009_155701_1023,0,0.02,395658,4386105,2017-10-09T15:57:01.345192Z,824123
20171009_164312_0f24,0,0.02,424743,4407606,2017-10-09T16:43:12.227254Z,824326
20171010_164300_0f47,0,0.17,435408,4398198,2017-10-10T16:43:00.89553Z,826780
20171013_164333_0f47,0,0,418428,4396989,2017-10-13T16:43:33.75578Z,834840
20171013_164336_0f47,0,0,414453,4417785,2017-10-13T16:43:36.70841Z,834840
20171014_164150_104a,0,0,448797,4393509,2017-10-14T16:41:50.122513Z,837407
20171016_154728_0c38,0,0,438693,4384227,2017-10-16T15:47:28.501013Z,841943
20171016_154729_0c38,0,0,442893,4387572,2017-10-16T15:47:29.269087Z,841943
20171016_164150_0f37,0,0,449376,4390602,2017-10-16T16:41:50.57867Z,842313
20171016_164153_0f37,0,0,445236,4411353,2017-10-16T16:41:53.529494Z,842313
20171016_164401_0f47,0,0,400014,4388886,2017-10-16T16:44:01.837454Z,842108
20171016_164405_0f47,0,0,394617,4416600,2017-10-16T16:44:05.773562Z,842108
20171017_155730_0f28,0,0,406197,4382163,2017-10-17T15:57:30.446054Z,844542
20171018_155741_0f1b,0,0,397848,4401516,2017-10-18T15:57:41.734879Z,847142
20171018_164314_0f21,0,0,404160,4373172,2017-10-18T16:43:14.517798Z,847204
20171019_155802_1005,0,0,425391,4377501,2017-10-19T15:58:02.567604Z,849574
20171020_155452_1012,0,0,444585,4421805,2017-10-20T15:54:52.378483Z,851962
20171020_164227_104a,0,0,418155,4375368,2017-10-20T16:42:27.930161Z,851980
20171020_164234_104a,0,0,408885,4423119,2017-10-20T16:42:34.705713Z,851980
20171026_155821_100b,0,0,399618,4413384,2017-10-26T15:58:21.117461Z,866630
20171026_155939_0e26,0,0,417846,4402818,2017-10-26T15:59:39.807239Z,866639
20171026_155942_0e26,0,0,412908,4381338,2017-10-26T15:59:42.911315Z,866639
20171026_163943_1048,0,0,451410,4413999,2017-10-26T16:39:43.189134Z,867276
20171026_164249_104a,0,0,392964,4371189,2017-10-26T16:42:49.346851Z,867017
20171026_164825_0c76,0,0,435213,4406451,2017-10-26T16:48:25.734492Z,899166
20171026_164825_1_0c76,0,0,431805,4409430,2017-10-26T16:48:25.055196Z,899166
20171026_164827_1_0c76,0,0,445386,4397556,2017-10-26T16:48:27.772382Z,899166
20181014_160940_101b,0,0.21,440949,4416867,2018-10-14T16:09:40.150349Z,1767440
20181017_154907_104d,0,0.01,392793,4408755,2018-10-17T15:49:07.521362Z,1772447
20181017_161009_1011,0,0.01,439674,4424034,2018-10-17T16:10:09.157732Z,1772614
20181017_161012_1011,0,0,434649,4401993,2018-10-17T16:10:12.329674Z,1772614
20181017_161014_1011,0,0.01,431283,4387356,2018-10-17T16:10:14.444128Z,1772614
20181017_161146_1042,0,0,408240,4427388,2018-10-17T16:11:46.37104Z,1773057
20181017_161151_1042,0,0,399651,4390743,2018-10-17T16:11:51.65796Z,1773057
20181021_154705_0f49,0,0.01,420588,4382940,2018-10-21T15:47:05.60201Z,1781378
20181021_154708_0f49,0,0,416577,4403187,2018-10-21T15:47:08.467768Z,1781378
20181021_161009_100a,0,0,433860,4380561,2018-10-21T16:10:09.498116Z,1781804
20181021_161140_1012,0,0,409290,4426647,2018-10-21T16:11:40.106727Z,1781431
20181021_161142_1012,0,0,405747,4411959,2018-10-21T16:11:42.215938Z,1781431
20181022_154555_1054,0,0.01,451200,4381008,2018-10-22T15:45:55.532335Z,1783924
20181022_154600_1054,0,0,444420,4414827,2018-10-22T15:46:00.316463Z,1783924
20181023_154712_104a,0,0.01,413841,4384515,2018-10-23T15:47:12.834207Z,1787400
20181023_154717_104a,0,0.01,407094,4418346,2018-10-23T15:47:17.619907Z,1787400
20181024_161001_1021,0,0.01,436644,4409577,2018-10-24T16:10:01.516898Z,1789986
20181027_154501_1_0f1a,0,0.01,436902,4409214,2018-10-27T15:45:01.974494Z,1797017
20181027_160935_0f51,0,0.11,453390,4389405,2018-10-27T16:09:35.912685Z,1797086
20181027_160938_0f51,0,0.1,450117,4374849,2018-10-27T16:09:38.01508Z,1797086
20181027_161128_1018,0,0.01,443796,4410900,2018-10-27T16:11:28.573715Z,1797088
20181028_154647_104d,0,0,409212,4398183,2018-10-28T15:46:47.378491Z,1799659
20181028_154649_104d,0,0,406500,4411854,2018-10-28T15:46:49.304725Z,1799659
20181028_160947_1010,0,0.01,442884,4412304,2018-10-28T16:09:47.45957Z,1799882
20181028_160949_1010,0,0,439545,4397667,2018-10-28T16:09:49.555673Z,1799882
20181028_161135_1009,0,0,397551,4377321,2018-10-28T16:11:35.515853Z,1799722
20181029_154520_0f2d,0,0,432912,4388148,2018-10-29T15:45:20.235799Z,1802191
20181029_154521_0f2d,0,0,431559,4394874,2018-10-29T15:45:21.197343Z,1802191
20181029_160743_0e19,0,0.01,392748,4414434,2018-10-29T16:07:43.553087Z,1804291
20181029_160924_1024,0,0,448428,4410666,2018-10-29T16:09:24.884176Z,1802254
20181029_160925_1024,0,0,446748,4403436,2018-10-29T16:09:25.9338Z,1802254
20181029_160930_1024,0,0,440124,4374300,2018-10-29T16:09:30.132299Z,1802254
20181030_154704_0f44,0,0,398451,4403955,2018-10-30T15:47:04.805055Z,1804939
20181030_154705_0f44,0.01,0.02,397110,4410735,2018-10-30T15:47:05.770793Z,1804939
20181030_161203_1040,0,0,402750,4402383,2018-10-30T16:12:03.150648Z,1805217
20191007_162002_1040,0,0,425529,4409397,2019-10-07T16:20:02.79618Z,2733378
20191007_162007_1040,0,0.01,416934,4373502,2019-10-07T16:20:07.959369Z,2733378
20191008_161721_103b,0,0,433023,4395210,2019-10-08T16:17:21.536068Z,2735827
20191008_161723_103b,0,0,429798,4380864,2019-10-08T16:17:23.60019Z,2735827
20191008_161724_103b,0,0,428124,4373703,2019-10-08T16:17:24.632513Z,2735827
20191008_161752_103c,0.01,0,414393,4405311,2019-10-08T16:17:52.91502Z,2735640
20191009_145335_0f44,0.01,0,450015,4378053,2019-10-09T14:53:35.94293Z,2737220
20191009_145339_0f44,0.01,0,444663,4404723,2019-10-09T14:53:39.723046Z,2737220
20191009_160536_0e19,0.01,0.04,438495,4418358,2019-10-09T16:05:36.544627Z,2742704
20191009_160542_0e19,0.01,0.01,428535,4373916,2019-10-09T16:05:42.930439Z,2742704
20191009_161912_1010,0,0.03,426588,4425003,2019-10-09T16:19:12.204145Z,2736531
20191013_160625_0e19,0.01,0.01,437109,4412898,2019-10-13T16:06:25.551941Z,2755171
20191013_160947_0e0f,0.01,0.02,415707,4409583,2019-10-13T16:09:47.305342Z,2747390
20191013_160951_0e0f,0.01,0.01,409044,4380432,2019-10-13T16:09:51.516423Z,2747390
20191014_161555_1025,0,0.01,442641,4412799,2019-10-14T16:15:55.115336Z,2750238
20191014_161600_1025,0,0,434574,4376748,2019-10-14T16:16:00.273806Z,2750238
20191015_145204_1049,0.01,0.02,425883,4373889,2019-10-15T14:52:04.705286Z,2752912
20191017_160716_0e19,0.01,0.02,430302,4379691,2019-10-17T16:07:16.085856Z,2766587
20191017_160717_0e19,0.01,0.02,428571,4372326,2019-10-17T16:07:17.148453Z,2766587
20191017_161552_1032,0,0.03,441327,4374387,2019-10-17T16:15:52.632509Z,2758718
20191017_161929_0f3f,0,0.04,420159,4421793,2019-10-17T16:19:29.97194Z,2758849
20191017_161931_0f3f,0,0.08,418509,4414629,2019-10-17T16:19:31.004263Z,2758849
20191018_161121_0e20,0.01,0.08,397593,4407525,2019-10-18T16:11:21.993247Z,2762665
20191019_161756_103d,0,0,437949,4389015,2019-10-19T16:17:56.474833Z,2764089
20191020_163333_18_105d,0,0.11,431514,4379988,2019-10-20T16:33:33.189383Z,2766999
20191022_145407_1054,0,0.02,413421,4403220,2019-10-22T14:54:07.236087Z,2772444
20191023_145054_104b,0.01,0.01,450384,4379481,2019-10-23T14:50:54.710593Z,2775290
20191023_145101_104b,0.01,0,441036,4425738,2019-10-23T14:51:01.261047Z,2775290
20191023_161839_1034,0,0,437853,4412712,2019-10-23T16:18:39.329186Z,2775580
20191023_161840_1034,0,0,436158,4405542,2019-10-23T16:18:40.362558Z,2775580
20191027_161541_1027,0,0.01,427896,4386198,2019-10-27T16:15:41.890645Z,2786478
20191101_161639_0f28,0,0,436020,4392687,2019-11-01T16:16:39.660975Z,2801489
20191101_161849_0f34,0,0,403572,4426329,2019-11-01T16:18:49.651702Z,2801307
20191101_161855_0f34,0,0.01,393618,4382856,2019-11-01T16:18:55.900691Z,2801307
20191101_163500_66_106a,0,0.02,414852,4406829,2019-11-01T16:35:00.667363Z,2801617
20170915_155642_0f52,0.01,0,406947,4244631,2017-09-15T15:56:42.375194Z,756630
20170916_155703_0f15,0.02,0.05,376257,4279995,2017-09-16T15:57:03.451421Z,759626
20170920_164712_0f4b,0.03,0.06,415461,4261485,2017-09-20T16:47:12.556644Z,771164
20170920_164828_103f,0.12,0.21,388923,4254930,2017-09-20T16:48:28.327136Z,771220
20170920_164831_103f,0.1,0.13,384855,4275705,2017-09-20T16:48:31.290674Z,771220
20170921_155619_1023,0.07,0.1,399018,4256997,2017-09-21T15:56:19.096232Z,773868
20170921_155752_1010,0.09,0.11,378213,4277502,2017-09-21T15:57:52.262861Z,773456
20170922_155907_1005,0,0,374280,4244967,2017-09-22T15:59:07.971592Z,777439
20170925_164640_104c,0.01,0.03,406662,4276272,2017-09-25T16:46:40.284237Z,786459
20170926_155718_1003,0,0,384768,4254855,2017-09-26T15:57:18.74488Z,789593
20170926_164741_0f2b,0.08,0.12,392733,4242816,2017-09-26T16:47:41.709651Z,787722
20170926_164744_0f2b,0.14,0.17,388740,4263525,2017-09-26T16:47:44.652288Z,787722
20170926_164746_0f2b,0.2,0.21,386118,4277442,2017-09-26T16:47:46.614046Z,787722
20170927_155407_1024,0.04,0.1,393990,4280589,2017-09-27T15:54:07.42287Z,791123
20170928_164755_104c,0,0,384672,4253169,2017-09-28T16:47:55.519766Z,794574
20170928_164757_104c,0,0,382026,4267116,2017-09-28T16:47:57.492918Z,794574
20170928_164758_104c,0,0,380682,4274121,2017-09-28T16:47:58.479494Z,794574
20170929_164652_0f2d,0,0,387441,4240725,2017-09-29T16:46:52.255243Z,798432
20171002_164544_1052,0,0,414597,4249317,2017-10-02T16:45:44.357605Z,806987
20171002_164647_1053,0,0,396981,4244955,2017-10-02T16:46:47.644098Z,805799
20171006_155659_103e,0,0,392568,4276401,2017-10-06T15:56:59.791311Z,817472
20171006_155702_103e,0,0.05,387570,4254345,2017-10-06T15:57:02.964327Z,817472
20171007_164604_0f46,0.14,0.23,398799,4260837,2017-10-07T16:46:04.450296Z,818616
20171014_164412_1_1051,0,0,415494,4265529,2017-10-14T16:44:12.992233Z,837363
20171017_155745_0f28,0,0,382218,4279368,2017-10-17T15:57:45.220436Z,844542
20171017_155747_0f28,0,0,378804,4264974,2017-10-17T15:57:47.331062Z,844542
20171017_155750_0f28,0,0,373743,4242933,2017-10-17T15:57:50.497001Z,844542
20171019_144803_0c54,0,0,391386,4282239,2017-10-19T14:48:03.486465Z,849498
20171019_155817_1005,0,0,401868,4276173,2017-10-19T15:58:17.12633Z,849574
20171019_155818_1005,0,0,400131,4268967,2017-10-19T15:58:18.166239Z,849574
20171019_164407_0f47,0,0,408081,4250217,2017-10-19T16:44:07.208794Z,849986
20171021_155706_0f34,0,0.12,381906,4268196,2017-10-21T15:57:06.204595Z,855035
20171026_160002_0e26,0,0,381480,4244937,2017-10-26T16:00:02.570463Z,866639
20171029_164234_104a,0.06,0.24,405156,4260816,2017-10-29T16:42:34.908416Z,873548
20171031_164212_0f37,0,0.16,409812,4264509,2017-10-31T16:42:12.936184Z,878321
20180928_155325_1048,0,0,380994,4254543,2018-09-28T15:53:25.865071Z,1730230
20180929_155159_103f,0,0,401826,4281060,2018-09-29T15:51:59.187402Z,1732582
20180929_161018_1001,0,0,384318,4241838,2018-09-29T16:10:18.473906Z,1732630
20180930_160941_100a,0,0,409443,4267047,2018-09-30T16:09:41.240983Z,1734956
20180930_160942_100a,0,0,407778,4259760,2018-09-30T16:09:42.292181Z,1734956
20180930_161115_1012,0,0,379230,4279935,2018-09-30T16:11:15.453157Z,1734957
20181001_155252_1051,0,0.04,383340,4246821,2018-10-01T15:52:52.81063Z,1738038
20181001_161122_0f25,0,0.03,388953,4273704,2018-10-01T16:11:22.64757Z,1737384
20181002_160926_1033,0,0.01,411537,4264134,2018-10-02T16:09:26.167719Z,1739842
20181002_160930_1033,0,0.02,404985,4234782,2018-10-02T16:09:30.39348Z,1739842
20181005_155146_0f36,0,0.03,401946,4258842,2018-10-05T15:51:46.953496Z,1746806
20181005_160954_1013,0,0.08,403773,4240719,2018-10-05T16:09:54.610898Z,1746850
20181006_160852_0e2f,0,0.01,374874,4282473,2018-10-06T16:08:52.001899Z,1749149
20181008_155104_0f44,0,0,404919,4254264,2018-10-08T15:51:04.829918Z,1754288
20181008_161046_103e,0,0,392397,4283004,2018-10-08T16:10:46.906925Z,1753873
20181013_161017_1038,0,0.13,408513,4265886,2018-10-13T16:10:17.510231Z,1765275
20181016_155019_0f36,0,0.23,395001,4279953,2018-10-16T15:50:19.573759Z,1771938
20181017_161032_1011,0,0,402549,4262445,2018-10-17T16:10:32.417769Z,1772614
20181020_160938_1003,0,0,413775,4277331,2018-10-20T16:09:38.675744Z,1779072
20181020_161224_100e,0,0,385959,4257099,2018-10-20T16:12:24.416158Z,1779302
20181022_154826_0f33,0,0,413595,4272687,2018-10-22T15:48:26.292148Z,1783925
20181023_160429_0e26,0,0,415965,4276152,2018-10-23T16:04:29.007253Z,1786959
20181023_160430_0e26,0,0,414342,4268967,2018-10-23T16:04:30.035906Z,1786959
20181023_160433_0e26,0,0,409473,4247364,2018-10-23T16:04:33.122389Z,1786959
20181024_154808_1043,0.01,0,406776,4243125,2018-10-24T15:48:08.254655Z,1789847
20181024_161025_1021,0,0,398025,4241355,2018-10-24T16:10:25.733761Z,1789986
20181028_154914_104e,0,0,376329,4253496,2018-10-28T15:49:14.667085Z,1799660
20181028_154915_104e,0,0,375012,4260321,2018-10-28T15:49:15.630727Z,1799660
20181028_161007_1010,0,0,411150,4273602,2018-10-28T16:10:07.37098Z,1799882
20181028_161011_1010,0,0,404490,4244517,2018-10-28T16:10:11.563186Z,1799882
20181028_161150_1009,0,0,373623,4275192,2018-10-28T16:11:50.222656Z,1799722
20181029_154743_0f4b,0,0,403488,4243830,2018-10-29T15:47:43.514688Z,1802377
20181029_154747_0f4b,0,0,398322,4270284,2018-10-29T15:47:47.243948Z,1802377
20181029_161120_103e,0,0,389337,4266327,2018-10-29T16:11:20.806093Z,1802257
20181030_161046_102e,0,0.06,405591,4244625,2018-10-30T16:10:46.466332Z,1805004
20191004_145745_0f3d,0.01,0,391467,4278924,2019-10-04T14:57:45.988422Z,2726640
20191004_161624_103b,0,0,404157,4268553,2019-10-04T16:16:24.354134Z,2725718
20191004_161626_103b,0,0,400833,4254207,2019-10-04T16:16:26.419305Z,2725718
20191005_145728_1050,0.01,0,413832,4258899,2019-10-05T14:57:28.843326Z,2728125
20191005_160746_0e0f,0.01,0,406452,4255914,2019-10-05T16:07:46.090666Z,2728033
20191007_162023_1040,0,0.05,391596,4265298,2019-10-07T16:20:23.449982Z,2733378
20191007_162026_1040,0,0.04,386364,4243935,2019-10-07T16:20:26.548Z,2733378
20191008_161740_103b,0,0,403101,4265979,2019-10-08T16:17:40.113689Z,2735827
20191009_160559_0e19,0.01,0,401739,4255809,2019-10-09T16:05:59.959271Z,2742704
20191009_161932_1010,0,0,392772,4281327,2019-10-09T16:19:32.838024Z,2736531
20191012_145629_0f4d,0,0,407433,4249065,2019-10-12T14:56:29.434104Z,2745809
20191012_145632_0f4d,0,0,403587,4269024,2019-10-12T14:56:32.247958Z,2745809
20191013_160647_0e19,0.01,0,401841,4257873,2019-10-13T16:06:47.879204Z,2755171
20191013_161011_0e0f,0.01,0,376629,4241373,2019-10-13T16:10:11.51906Z,2747390
20191014_161614_1025,0,0,411642,4276398,2019-10-14T16:16:14.716368Z,2750238
20191014_163725_99_106e,0,0.01,402132,4244691,2019-10-14T16:37:25.993267Z,2750930
20191014_163728_06_106e,0,0.03,399252,4259214,2019-10-14T16:37:28.066302Z,2750930
20191016_145334_0f1a,0.01,0.06,414279,4247514,2019-10-16T14:53:34.287365Z,2755674
20191016_145338_1_0f1a,0.01,0.05,409236,4273983,2019-10-16T14:53:38.043887Z,2755674
20191017_160732_0e19,0.01,0,404658,4269078,2019-10-17T16:07:32.024811Z,2766587
20191017_160734_0e19,0,0,401250,4254357,2019-10-17T16:07:34.150005Z,2766587
20191017_161610_1032,0.01,0,413889,4252017,2019-10-17T16:16:10.190391Z,2758718
20191018_145518_1050,0.01,0,416121,4258641,2019-10-18T14:55:18.087055Z,2761223
20191018_145519_1_1050,0.01,0,413577,4271886,2019-10-18T14:55:19.962957Z,2761223
20191018_145520_1050,0.01,0,412296,4278540,2019-10-18T14:55:20.901433Z,2761223
20191019_145445_0f36,0.01,0,411912,4267029,2019-10-19T14:54:45.001867Z,2764010
20191019_145446_0f36,0.01,0,409188,4280271,2019-10-19T14:54:46.868856Z,2764010
20191019_161818_103d,0.01,0,403554,4238151,2019-10-19T16:18:18.133695Z,2764089
20191022_163519_36_105e,0,0.04,389166,4281465,2019-10-22T16:35:19.362622Z,2772789
20191022_163521_40_105e,0,0.04,385809,4267272,2019-10-22T16:35:21.406296Z,2772789
20191023_145407_104a,0.01,0,414297,4260354,2019-10-23T14:54:07.891662Z,2775296
20191027_161559_1027,0,0,400356,4263453,2019-10-27T16:15:59.485227Z,2786478
20191027_163657_03_106f,0,0.01,401103,4272786,2019-10-27T16:36:57.030177Z,2787479
20191101_161657_0f28,0,0,408558,4269540,2019-11-01T16:16:57.355695Z,2801489
20191101_161701_0f28,0,0,402174,4240644,2019-11-01T16:17:01.519066Z,2801489
20170916_155738_0f12,0.02,0.07,360651,4315242,2017-09-16T15:57:38.007831Z,759351
20170917_164947_101c,0,0.05,361584,4317015,2017-09-17T16:49:47.967886Z,762459
20170917_164950_101c,0.01,0.06,357732,4337664,2017-09-17T16:49:50.888584Z,762459
20170917_164951_101c,0.02,0.11,356451,4344507,2017-09-17T16:49:51.86215Z,762459
20170918_155855_1036,0,0.23,362940,4345557,2017-09-18T15:58:55.39212Z,765051
20170919_160245_0e16,0.06,0.22,336990,4347927,2017-09-19T16:02:45.155596Z,767776
20170919_160248_0e16,0.02,0.07,332160,4325574,2017-09-19T16:02:48.328057Z,767776
20170920_164919_0f4f,0.01,0.02,353904,4325367,2017-09-20T16:49:19.221422Z,771922
20170920_164921_0f4f,0.01,0.02,351192,4339167,2017-09-20T16:49:21.182888Z,771922
20170921_155814_1009,0.03,0.23,369069,4333281,2017-09-21T15:58:14.932142Z,774396
20170922_164845_104d,0.04,0.09,356319,4313844,2017-09-22T16:48:45.928828Z,776582
20170922_164849_104d,0.1,0.16,351294,4341537,2017-09-22T16:48:49.844148Z,776582
20170923_165217_0f4a,0.04,0.12,329910,4315440,2017-09-23T16:52:17.82067Z,780287
20170925_165019_104d,0.02,0.07,320205,4315068,2017-09-25T16:50:19.763203Z,785595
20170926_164753_0f2b,0.14,0.16,376968,4325805,2017-09-26T16:47:53.480199Z,787722
20170928_164808_104c,0,0.08,367542,4343505,2017-09-28T16:48:08.345254Z,794574
20170930_222520_0c45,0.01,0,340083,4355349,2017-09-30T22:25:20.677198Z,800900
20171001_164910_104c,0,0.01,325914,4316979,2017-10-01T16:49:10.621941Z,803794
20171010_164701_0f46,0,0.17,358719,4329024,2017-10-10T16:47:01.223679Z,826821
20171010_164703_0f46,0,0.18,356070,4342923,2017-10-10T16:47:03.195285Z,826821
20171013_164744_0f46,0,0,334833,4346625,2017-10-13T16:47:44.939663Z,834816
20171014_160548_0e14,0.01,0.04,321969,4328958,2017-10-14T16:05:48.322633Z,837360
20171016_154712_0c38,0,0,349587,4314606,2017-10-16T15:47:12.371458Z,841943
20171016_154717_0c38,0,0,379272,4337835,2017-10-16T15:47:17.747976Z,841943
20171016_164550_0f53,0,0,367374,4335723,2017-10-16T16:45:50.834Z,842370
20171016_164551_0f53,0,0,366030,4342620,2017-10-16T16:45:51.810602Z,842370
20171018_155853_1010,0,0.01,347463,4312017,2017-10-18T15:58:53.312092Z,847201
20171019_164610_0f53,0,0,354357,4314723,2017-10-19T16:46:10.093747Z,849593
20171019_164611_0f53,0,0,353064,4321539,2017-10-19T16:46:11.071026Z,849593
20171020_160101_1042,0,0.04,340725,4345716,2017-10-20T16:01:01.224946Z,852018
20171020_164508_1051,0,0,366663,4329738,2017-10-20T16:45:08.557945Z,852514
20171020_164706_0f2a,0,0.02,325926,4316631,2017-10-20T16:47:06.731324Z,851997
20171021_155921_0f25,0.01,0.18,374349,4318017,2017-10-21T15:59:21.19494Z,854489
20171026_155831_100b,0,0.04,382278,4340112,2017-10-26T15:58:31.661381Z,866630
20171026_164525_1051,0,0,345555,4310778,2017-10-26T16:45:25.755604Z,867213
