id,anomalous_pix_perc,cloud_cover,origin_x,origin_y,acquired,strip_id\n
20180920_161217_1105,0,0,271461,4552680,2018-09-20T16:12:17.543941Z,1711792
20180926_155613_0f2b,0,0,281073,4566684,2018-09-26T15:56:13.132871Z,1726545
20180927_161725_0f17,0,0.2,307668,4542516,2018-09-27T16:17:25.832025Z,1727976
20181001_155620_0f2a,0,0.24,290238,4544565,2018-10-01T15:56:20.4192Z,1737340
20181001_161703_103d,0,0.09,315819,4547949,2018-10-01T16:17:03.751504Z,1737391
20181003_161822_102c,0,0.07,271308,4568760,2018-10-03T16:18:22.061393Z,1742189
20181003_161824_102c,0,0.07,267435,4554240,2018-10-03T16:18:24.174273Z,1742189
20181004_161822_1011,0,0.09,280869,4563504,2018-10-04T16:18:22.515915Z,1744537
20181004_161953_1042,0,0,253572,4564128,2018-10-04T16:19:53.837593Z,1744539
20181009_155312_1048,0,0.14,309798,4544544,2018-10-09T15:53:12.603543Z,1756827
20181009_161904_0f52,0,0.02,282849,4556598,2018-10-09T16:19:04.08979Z,1756170
20181009_161905_0f52,0,0.1,280974,4549308,2018-10-09T16:19:05.147803Z,1756170
20181016_161755_1024,0,0,278721,4541916,2018-10-16T16:17:55.231777Z,1771457
20181018_155103_0f4b,0,0.05,323976,4545303,2018-10-18T15:51:03.660774Z,1774353
20181018_155335_0f2b,0,0,269037,4565595,2018-10-18T15:53:35.943782Z,1775041
20181020_155404_104b,0,0,254316,4555467,2018-10-20T15:54:04.724417Z,1779563
20181020_161350_0e20,0.01,0.02,312834,4546722,2018-10-20T16:13:50.636665Z,1778935
20181020_161803_1002,0,0,281364,4537455,2018-10-20T16:18:03.470324Z,1778939
20181021_155230_100d,0.01,0,279354,4554891,2018-10-21T15:52:30.512934Z,1781380
20181021_155231_100d,0.01,0,278115,4561677,2018-10-21T15:52:31.468711Z,1781380
20181021_155232_100d,0.01,0,276879,4568463,2018-10-21T15:52:32.424488Z,1781380
20181021_161848_1038,0.01,0,281796,4546026,2018-10-21T16:18:48.111501Z,1781437
20181022_155139_0f40,0,0.05,301917,4555869,2018-10-22T15:51:39.581109Z,1784435
20181022_161709_103c,0,0.02,313083,4555878,2018-10-22T16:17:09.848389Z,1783974
20181022_162047_0f43,0,0,256158,4556892,2018-10-22T16:20:47.268036Z,1783978
20181023_155027_1051,0,0.02,321609,4549011,2018-10-23T15:50:27.766387Z,1787631
20181023_155308_0f2a,0,0,264663,4561323,2018-10-23T15:53:08.382232Z,1786489
20181023_161653_1014,0,0.01,316245,4549446,2018-10-23T16:16:53.608541Z,1786732
20181024_155131_0f21,0,0.01,291312,4539189,2018-10-24T15:51:31.733964Z,1789150
20181024_155132_0f21,0,0.01,290049,4545930,2018-10-24T15:51:32.69079Z,1789150
20181029_155107_0f2b,0.01,0,291384,4532964,2018-10-29T15:51:07.72324Z,1802193
20181029_155111_0f2b,0.01,0,286473,4560165,2018-10-29T15:51:11.571514Z,1802193
20181029_161846_100a,0,0,283788,4536219,2018-10-29T16:18:46.873051Z,1802432
20181031_155140_104b,0,0.25,269640,4562052,2018-10-31T15:51:40.355056Z,1807442
20180926_155408_0f4b,0,0.02,326628,4550589,2018-09-26T15:54:08.070966Z,1726453
20180926_155612_0f2b,0,0,282429,4559997,2018-09-26T15:56:12.18391Z,1726545
20180926_161610_1044,0,0.08,321597,4540806,2018-09-26T16:16:10.055616Z,1725709
20180927_161836_0f28,0,0.01,281583,4550208,2018-09-27T16:18:36.943895Z,1727977
20180930_155441_0f40,0,0.22,308805,4534545,2018-09-30T15:54:41.220474Z,1734904
20181001_155620_0f2a,0,0.24,290238,4544565,2018-10-01T15:56:20.4192Z,1737340
20181003_155425_0f46,0,0.07,305568,4550007,2018-10-03T15:54:25.328717Z,1742620
20181003_161823_102c,0,0.1,269265,4561497,2018-10-03T16:18:23.117833Z,1742189
20181003_161824_102c,0,0.07,267435,4554240,2018-10-03T16:18:24.174273Z,1742189
20181003_161825_102c,0,0.06,265584,4546815,2018-10-03T16:18:25.230714Z,1742189
20181009_155313_1048,0,0.14,308538,4551273,2018-10-09T15:53:13.553029Z,1756827
20181011_161610_100c,0,0.12,322002,4556364,2018-10-11T16:16:10.805294Z,1760740
20181015_161934_1009,0,0.01,256884,4567062,2018-10-15T16:19:34.16768Z,1769441
20181015_161935_1009,0,0.03,255030,4561023,2018-10-15T16:19:35.225693Z,1769441
20181015_161937_1009,0,0.07,251346,4546398,2018-10-15T16:19:37.342244Z,1769441
20181016_161755_1024,0,0,278721,4541916,2018-10-16T16:17:55.231777Z,1771457
20181016_161930_103e,0,0,255999,4552551,2018-10-16T16:19:30.137498Z,1778552
20181017_155216_1_104e,0,0.01,307371,4545135,2018-10-17T15:52:16.025937Z,1773130
20181018_155334_0f2b,0,0,271725,4551894,2018-10-18T15:53:34.037471Z,1775041
20181018_155334_1_0f2b,0,0,270396,4558791,2018-10-18T15:53:34.990627Z,1775041
20181018_161646_103b,0,0.02,319242,4544031,2018-10-18T16:16:46.531729Z,1774425
20181020_155123_1048,0,0,314565,4539543,2018-10-20T15:51:23.663124Z,1778862
20181021_155227_100d,0.01,0,283053,4534605,2018-10-21T15:52:27.645604Z,1781380
20181021_161844_1038,0.01,0,287271,4567824,2018-10-21T16:18:44.920685Z,1781437
20181021_161845_1038,0.01,0,285432,4560540,2018-10-21T16:18:45.983941Z,1781437
20181022_155138_0f40,0,0.06,303177,4549137,2018-10-22T15:51:38.624807Z,1784435
20181022_161844_101b,0,0,282837,4551834,2018-10-22T16:18:44.198193Z,1783976
20181023_155307_0f2a,0,0,265887,4554495,2018-10-23T15:53:07.425931Z,1786489
20181023_161655_1014,0,0,312582,4534764,2018-10-23T16:16:55.731383Z,1786732
20181023_161749_1035,0,0,292401,4555419,2018-10-23T16:17:49.533639Z,1786731
20181024_155131_0f21,0,0.01,291312,4539189,2018-10-24T15:51:31.733964Z,1789150
20181029_155111_0f2b,0.01,0,286473,4560165,2018-10-29T15:51:11.571514Z,1802193
20181029_161844_100a,0,0,287475,4550853,2018-10-29T16:18:44.75283Z,1802432
20181029_161846_100a,0,0,283788,4536219,2018-10-29T16:18:46.873051Z,1802432
20181031_155140_104b,0,0.25,269640,4562052,2018-10-31T15:51:40.355056Z,1807442
20190919_150253_104b,0,0.21,271446,4539834,2019-09-19T15:02:53.773849Z,2688264
20190919_150254_104b,0,0.23,270234,4546644,2019-09-19T15:02:54.737491Z,2688264
20190920_162408_101e,0,0.15,312816,4546518,2019-09-20T16:24:08.633088Z,2690832
20190920_162409_101e,0,0.09,311034,4539243,2019-09-20T16:24:09.679043Z,2690832
20190924_145911_1020,0,0.01,324624,4555731,2019-09-24T14:59:11.088288Z,2701108
20190924_162352_1038,0.01,0,306363,4545717,2019-09-24T16:23:52.394079Z,2701042
20190924_162535_101e,0.01,0,285246,4556904,2019-09-24T16:25:35.837096Z,2701044
20190924_162536_101e,0,0.01,283440,4549653,2019-09-24T16:25:36.879905Z,2701044
20190925_163012_0f34,0,0,252576,4545288,2019-09-25T16:30:12.876794Z,2703596
20191001_162756_101f,0,0.01,274746,4564371,2019-10-01T16:27:56.230459Z,2718171
20191003_162932_0f52,0,0.07,272367,4559700,2019-10-03T16:29:32.379937Z,2723097
20191004_162434_0f15,0,0.15,291990,4533426,2019-10-04T16:24:34.3422Z,2725766
20191005_164207_85_1060,0,0.23,294189,4555818,2019-10-05T16:42:07.854186Z,2728103
20191006_145814_0f36,0.01,0,302523,4534629,2019-10-06T14:58:14.456169Z,2731003
20191006_145815_0f36,0.01,0,301290,4541286,2019-10-06T14:58:15.39779Z,2731003
20191006_162725_1038,0.01,0,295878,4547172,2019-10-06T16:27:25.295114Z,2730703
20191007_145740_1020,0,0,281889,4548075,2019-10-07T14:57:40.844327Z,2733233
20191007_164148_68_1066,0,0,285753,4563576,2019-10-07T16:41:48.682402Z,2733206
20191007_164150_67_1066,0,0,282291,4549767,2019-10-07T16:41:50.67963Z,2733206
20191009_162420_100c,0,0,297702,4534023,2019-10-09T16:24:20.906854Z,2736539
20191012_162452_0f31,0.01,0,320403,4548780,2019-10-12T16:24:52.480759Z,2745356
20191013_162529_100c,0,0,280101,4561617,2019-10-13T16:25:29.963582Z,2747420
20191013_163903_90_1058,0,0.02,318567,4542315,2019-10-13T16:39:03.907775Z,2747695
20191014_150007_0f44,0.01,0,255951,4540554,2019-10-14T15:00:07.792067Z,2750125
20191014_162649_0f4e,0,0,323751,4546653,2019-10-14T16:26:49.312102Z,2750270
20191014_162716_100a,0,0,253911,4553043,2019-10-14T16:27:16.022308Z,2750929
20191017_162345_1029,0,0.01,310245,4537845,2019-10-17T16:23:45.791701Z,2766614
20191017_164124_18_1063,0,0.04,259200,4574949,2019-10-17T16:41:24.183472Z,2759345
20191018_162753_0f4e,0,0.11,262692,4566309,2019-10-18T16:27:53.147899Z,2761301
20191018_164100_29_105e,0,0.11,294561,4550574,2019-10-18T16:41:00.295219Z,2761325
20191019_162327_1040,0,0,294876,4548915,2019-10-19T16:23:27.838706Z,2764363
20191019_162548_0f25,0,0,314271,4562976,2019-10-19T16:25:48.31091Z,2764348
20191020_163027_1105,0,0,304443,4540299,2019-10-20T16:30:27.139067Z,2767191
20191020_163028_1105,0,0,302598,4532952,2019-10-20T16:30:28.195507Z,2767191
20191020_164149_88_1060,0,0.05,268929,4578432,2019-10-20T16:41:49.884393Z,2767236
20170918_160143_101d,0,0.11,273936,4470105,2017-09-18T16:01:43.996329Z,765234
20170920_160419_1033,0,0,242826,4484055,2017-09-20T16:04:19.06434Z,771515
20170920_160420_1033,0,0,241011,4476843,2017-09-20T16:04:20.10818Z,771515
20170920_160423_1033,0,0,235425,4455282,2017-09-20T16:04:23.2397Z,771515
20170920_165318_101c,0,0,255090,4479867,2017-09-20T16:53:18.362013Z,771849
20170923_165356_100d,0.14,0.23,242559,4452729,2017-09-23T16:53:56.953191Z,782372
20170923_165401_100d,0,0,236418,4487622,2017-09-23T16:54:01.859846Z,782372
20170925_160606_0f3f,0,0,740649,4456935,2017-09-25T16:06:06.219669Z,784895
20170925_165221_104f,0,0,276939,4476933,2017-09-25T16:52:21.880308Z,788054
20170926_160646_1025,0,0,243570,4476333,2017-09-26T16:06:46.064801Z,789594
20170926_165305_0f4b,0,0.03,241806,4477947,2017-09-26T16:53:05.473892Z,789055
20170926_165421_103f,0.01,0.04,735237,4482219,2017-09-26T16:54:21.344353Z,788512
20170928_165349_104f,0,0,240708,4451559,2017-09-28T16:53:49.525511Z,795810
20170928_165352_104f,0,0,237237,4472574,2017-09-28T16:53:52.486838Z,795810
20170930_211955_0c37,0.01,0,742440,4491255,2017-09-30T21:19:55.069155Z,800512
20171002_160323_1027,0.04,0.12,258894,4476165,2017-10-02T16:03:23.618323Z,805455
20171002_160326_1027,0.06,0.16,253476,4454244,2017-10-02T16:03:26.770843Z,805455
20171002_165224_0f2b,0,0.13,244614,4476495,2017-10-02T16:52:24.967123Z,805538
20171002_165436_0f49,0.02,0.13,714180,4440750,2017-10-02T16:54:36.872144Z,805800
20171002_165438_0f49,0,0.01,710886,4454454,2017-10-02T16:54:38.846578Z,805800
20171002_201724_0c24,0.01,0.09,724998,4457727,2017-10-02T20:17:24.045567Z,806151
20171008_160934_0f12,0,0,708711,4452834,2017-10-08T16:09:34.452998Z,821514
20171008_181904_0c43,0,0,747306,4447926,2017-10-08T18:19:04.478904Z,821705
20171008_181907_0c43,0,0,252537,4460247,2017-10-08T18:19:07.39958Z,821705
20171016_165309_104c,0,0,708654,4449447,2017-10-16T16:53:09.504956Z,841980
20171017_160513_0f42,0,0,247983,4489599,2017-10-17T16:05:13.462683Z,844576
20171017_160514_0f42,0,0.01,246123,4482288,2017-10-17T16:05:14.502362Z,844576
20171017_160516_0f42,0,0,242427,4467651,2017-10-17T16:05:16.58172Z,844576
20171018_160435_0f35,0,0,274203,4469973,2017-10-18T16:04:35.339919Z,847591
20171018_160436_0f35,0,0,272346,4462785,2017-10-18T16:04:36.379333Z,847591
20171026_164751_0f2a,0,0,272046,4461624,2017-10-26T16:47:51.232176Z,866620
20171026_164755_0f2a,0,0,267072,4489062,2017-10-26T16:47:55.136012Z,866620
20171026_164950_1050,0,0,232737,4458414,2017-10-26T16:49:50.96316Z,866951
20171029_164752_0f2a,0,0,262344,4460712,2017-10-29T16:47:52.267736Z,873584
20171031_164916_0f46,0,0.08,232233,4454559,2017-10-31T16:49:16.537371Z,878658
20181009_161915_0f52,0.01,0.23,262569,4476234,2018-10-09T16:19:15.730032Z,1756170
20181011_161957_0f35,0,0.23,732171,4450032,2018-10-11T16:19:57.306187Z,1760745
20181015_155654_0f2d,0,0.1,731340,4460376,2018-10-15T15:56:54.097658Z,1769804
20181015_155656_0f2d,0,0.05,728088,4473675,2018-10-15T15:56:56.000824Z,1769804
20181015_161952_1009,0,0.11,736797,4443054,2018-10-15T16:19:52.156526Z,1769441
20181016_161940_103e,0,0,237303,4479762,2018-10-16T16:19:40.715533Z,1778552
20181017_155446_1020,0,0.01,262017,4475133,2018-10-17T15:54:46.3043Z,1772989
20181017_155727_1049,0,0,717204,4459356,2018-10-17T15:57:27.335926Z,1772448
20181017_161906_102e,0,0,255777,4450794,2018-10-17T16:19:06.596227Z,1774078
20181017_162046_1040,0,0,729978,4456926,2018-10-17T16:20:46.205414Z,1772634
20181018_155628_0f49,0,0.01,733374,4443252,2018-10-18T15:56:28.799433Z,1774354
20181020_155350_104b,0,0,272460,4453947,2018-10-20T15:53:50.401394Z,1779563
20181020_161814_1002,0,0,262782,4464156,2018-10-20T16:18:14.102885Z,1778939
20181020_161945_1025,0,0,734571,4441560,2018-10-20T16:19:45.514376Z,1778942
20181020_162143_1005,0,0,709512,4457745,2018-10-20T16:21:43.878537Z,1778945
20181021_155611_101c,0.01,0.01,727191,4448406,2018-10-21T15:56:11.045369Z,1781383
20181021_161900_1038,0.01,0,259311,4457811,2018-10-21T16:19:00.87372Z,1781437
20181021_162046_1034,0,0.01,734175,4450521,2018-10-21T16:20:46.956828Z,1781441
20181022_161854_101b,0,0.01,264303,4478286,2018-10-22T16:18:54.820793Z,1783976
20181023_155540_1050,0,0.01,737304,4445445,2018-10-23T15:55:40.90227Z,1786636
20181023_162055_0f22,0,0,740226,4481205,2018-10-23T16:20:55.051004Z,1786563
20181024_155421_0f1a,0.01,0.01,238401,4478142,2018-10-24T15:54:21.829458Z,1789151
20181024_161930_102c,0,0,245751,4487889,2018-10-24T16:19:30.698451Z,1789384
20181024_161934_102c,0,0,238089,4458648,2018-10-24T16:19:34.943612Z,1789384
20181027_155355_0f3c,0,0.15,260346,4448661,2018-10-27T15:53:55.393685Z,1798371
20181027_162144_1014,0,0.04,706236,4443405,2018-10-27T16:21:44.485905Z,1797331
20181028_161827_1003,0,0,262548,4455393,2018-10-28T16:18:27.786297Z,1799728
20181028_162020_1001,0,0.01,719553,4457862,2018-10-28T16:20:20.260097Z,1799729
20181028_162101_100e,0,0.03,251193,4489458,2018-10-28T16:21:01.722891Z,1799998
20181028_162104_100e,0,0.03,245550,4467570,2018-10-28T16:21:04.902698Z,1799998
20181028_162107_100e,0,0.01,241770,4452858,2018-10-28T16:21:07.022394Z,1799998
20181029_155338_0f49,0,0.01,245709,4466805,2018-10-29T15:53:38.578963Z,1802194
20181029_155339_0f49,0,0.01,244500,4473627,2018-10-29T15:53:39.540507Z,1802194
20181029_155454_103f,0,0,732201,4450752,2018-10-29T15:54:54.503792Z,1802195
20181029_162039_1012,0,0.01,737013,4441377,2018-10-29T16:20:39.289693Z,1802266
20191007_150057_1049,0.01,0,244827,4447701,2019-10-07T15:00:57.011499Z,2733466
20191007_161955_0e3a,0,0,740664,4458015,2019-10-07T16:19:55.152351Z,2733151
20191007_161957_0e3a,0,0,737709,4443123,2019-10-07T16:19:57.250027Z,2733151
20191007_164204_66_1066,0,0.05,257655,4453062,2019-10-07T16:42:04.660226Z,2733206
20191007_164454_53_1067,0,0.03,717864,4458099,2019-10-07T16:44:54.531672Z,2733468
20191008_150346_0f49,0,0,734628,4449333,2019-10-08T15:03:46.82526Z,2735861
20191009_164537_10_1058,0,0.03,729402,4446012,2019-10-09T16:45:37.103097Z,2737142
20191012_150027_104e,0.01,0,740826,4464279,2019-10-12T15:00:27.353191Z,2744857
20191013_162544_100c,0,0,254571,4461525,2019-10-13T16:25:44.410338Z,2747420
20191013_162545_100c,0,0,252765,4454385,2019-10-13T16:25:45.442661Z,2747420
20191013_162932_0f35,0,0,732036,4470621,2019-10-13T16:29:32.540045Z,2747669
20191013_162934_0f35,0.01,0,729303,4456269,2019-10-13T16:29:34.604167Z,2747669
20191014_162725_100a,0,0,237465,4488990,2019-10-14T16:27:25.311118Z,2750929
20191014_162941_1038,0.01,0,729147,4486632,2019-10-14T16:29:41.815781Z,2750315
20191017_145929_0f46,0,0,248733,4487967,2019-10-17T14:59:29.44189Z,2758566
20191017_150304_0f4d,0,0,734643,4445058,2019-10-17T15:03:04.988354Z,2759253
20191017_150307_0f4d,0,0,729939,4464837,2019-10-17T15:03:07.793819Z,2759253
20191017_162653_100c,0,0.02,734079,4471446,2019-10-17T16:26:53.998735Z,2759105
20191017_162655_100c,0,0.03,732699,4464186,2019-10-17T16:26:55.031582Z,2759105
20191017_162658_100c,0,0,728802,4442355,2019-10-17T16:26:58.130124Z,2759105
20191018_145901_1052,0.01,0.06,741807,4443903,2019-10-18T14:59:01.075477Z,2761227
20191018_145903_1052,0.01,0.14,736920,4463721,2019-10-18T14:59:03.89038Z,2761227
20191018_162805_0f4e,0,0.09,240150,4478061,2019-10-18T16:28:05.897947Z,2761301
20191018_164112_62_105e,0,0.19,273384,4465302,2019-10-18T16:41:12.620181Z,2761325
20191018_164248_92_106e,0,0.13,246975,4497588,2019-10-18T16:42:48.922625Z,2762355
20191018_164358_58_105c,0,0.15,722637,4486521,2019-10-18T16:43:58.588019Z,2761622
20191019_162339_1040,0,0,275454,4469787,2019-10-19T16:23:39.192163Z,2764363
20191019_162456_1013,0,0.05,248433,4479990,2019-10-19T16:24:56.980432Z,2764685
20191019_162458_1013,0,0.03,246630,4472772,2019-10-19T16:24:58.01223Z,2764685
20191020_150259_1048,0,0.11,716724,4442721,2019-10-20T15:02:59.845359Z,2766917
20191020_150301_1048,0,0.12,713616,4455825,2019-10-20T15:03:01.718116Z,2766917
20191020_164204_10_1060,0,0.09,244335,4480161,2019-10-20T16:42:04.10256Z,2767236
20191020_164206_13_1060,0,0.12,240831,4466058,2019-10-20T16:42:06.133651Z,2767236
20191020_164446_18_1069,0,0.12,723057,4452129,2019-10-20T16:44:46.181729Z,2768186
20191027_162712_1013,0,0,268620,4461288,2019-10-27T16:27:12.71682Z,2786763
20170916_155803_0f12,0.01,0.02,319641,4140966,2017-09-16T15:58:03.265623Z,759351
20170917_165243_0f1a,0.16,0.25,311295,4119318,2017-09-17T16:52:43.091831Z,763336
20170921_155814_1010,0.01,0.01,341802,4124133,2017-09-21T15:58:14.366243Z,773456
20170921_155816_1010,0.04,0.11,338322,4109490,2017-09-21T15:58:16.471327Z,773456
20170922_155926_1005,0.01,0.01,343026,4114851,2017-09-22T15:59:26.751694Z,777439
20170923_165053_103f,0.06,0.16,356841,4115361,2017-09-23T16:50:53.969066Z,779933
20170926_155737_1003,0,0,353583,4123335,2017-09-26T15:57:37.674364Z,789593
20170926_155900_1001,0.01,0,340092,4139325,2017-09-26T15:59:00.006373Z,787961
20170926_155903_1001,0.01,0,334830,4117449,2017-09-26T15:59:03.184543Z,787961
20170926_160109_0e14,0.01,0.01,351225,4135881,2017-09-26T16:01:09.485545Z,788190
20170926_160111_0e14,0.01,0,347721,4121622,2017-09-26T16:01:11.583003Z,788190
20170926_165215_0f4b,0.11,0.16,304452,4126524,2017-09-26T16:52:15.824678Z,789055
20170926_221415_1_0c79,0.01,0,354420,4112139,2017-09-26T22:14:15.962611Z,788463
20170928_165122_104d,0,0.02,311847,4129557,2017-09-28T16:51:22.878207Z,795648
20171002_195840_0c82,0,0,322218,4135464,2017-10-02T19:58:40.397208Z,805853
20171003_205858_0c45,0.01,0,357969,4108443,2017-10-03T20:58:58.096395Z,808905
20171003_205858_1_0c45,0.01,0,362085,4111953,2017-10-03T20:58:58.868459Z,808905
20171004_165052_0f4d,0,0.01,322842,4124811,2017-10-04T16:50:52.822632Z,812654
20171009_182519_0c38,0,0.01,327654,4143057,2017-10-09T18:25:19.565437Z,824299
20171010_164025_1_0c27,0,0.18,362001,4120995,2017-10-10T16:40:25.030707Z,826842
20171017_155808_0f28,0,0.17,344406,4117833,2017-10-17T15:58:08.437322Z,844542
20171018_155819_0f1b,0,0,335937,4139556,2017-10-18T15:58:19.441279Z,847142
20171018_155918_1010,0,0,305922,4137477,2017-10-18T15:59:18.452068Z,847201
20171019_155841_1005,0,0,362580,4109952,2017-10-19T15:58:41.044237Z,849574
20171024_155624_1039,0,0,364833,4116864,2017-10-24T15:56:24.122881Z,861609
20171025_155934_1040,0,0.03,302178,4133295,2017-10-25T15:59:34.175337Z,864159
20171026_164455_1051,0,0,353055,4130166,2017-10-26T16:44:55.731329Z,867213
20171026_164701_0f2a,0,0,335580,4110315,2017-10-26T16:47:01.458267Z,866620
20171026_184817_0c0b,0,0,319389,4138377,2017-10-26T18:48:17.922338Z,867282
20171026_184819_0c0b,0,0,327153,4131624,2017-10-26T18:48:19.392651Z,867282
20171029_155859_1011,0,0.03,332790,4127472,2017-10-29T15:58:59.915843Z,874012
20171029_164703_0f2a,0,0,326571,4115109,2017-10-29T16:47:03.488736Z,873584
20171029_164704_0f2a,0,0,325284,4122021,2017-10-29T16:47:04.464316Z,873584
20171030_164702_0f4a,0,0.02,318996,4119603,2017-10-30T16:47:02.814034Z,875931
20171031_155829_1014,0,0,324453,4146024,2017-10-31T15:58:29.195124Z,878465
20180915_155837_0f49,0,0,322851,4116618,2018-09-15T15:58:37.899326Z,1701212
20180915_160618_0e26,0,0,362229,4108776,2018-09-15T16:06:18.128354Z,1701234
20180915_160809_0e2f,0,0,336678,4138578,2018-09-15T16:08:09.230111Z,1701237
20180916_155710_1054,0,0.07,359145,4124103,2018-09-16T15:57:10.132332Z,1704044
20180916_161029_100c,0,0.12,348114,4135593,2018-09-16T16:10:29.444286Z,1703405
20180919_155700_0f3d,0,0.01,354420,4113906,2018-09-19T15:57:00.505594Z,1710260
20180919_155702_0f3d,0,0.09,351867,4127388,2018-09-19T15:57:02.40142Z,1710260
20180929_161037_1001,0,0,353493,4110084,2018-09-29T16:10:37.480919Z,1732630
20181002_161207_1018,0,0.2,333381,4137789,2018-10-02T16:12:07.270935Z,1739847
20181002_161346_0f15,0.01,0.08,306057,4134624,2018-10-02T16:13:46.950306Z,1739850
20181003_161110_0f35,0,0.03,344385,4129170,2018-10-03T16:11:10.592314Z,1742179
20181005_161135_1004,0,0.07,345189,4120779,2018-10-05T16:11:35.305495Z,1746852
20181006_155528_1020,0,0.03,330831,4112715,2018-10-06T15:55:28.772346Z,1749099
20181006_155529_1020,0,0.03,329565,4119534,2018-10-06T15:55:29.720258Z,1749099
20181006_155530_1020,0,0.01,328290,4126314,2018-10-06T15:55:30.668695Z,1749099
20181007_155416_0f2b,0,0,350025,4117119,2018-10-07T15:54:16.487101Z,1752135
20181007_155420_0f2b,0,0,345012,4143939,2018-10-07T15:54:20.28347Z,1752135
20181007_161103_1009,0,0,349770,4117269,2018-10-07T16:11:03.844697Z,1751544
20181007_161227_100c,0,0.01,317823,4131933,2018-10-07T16:12:27.107559Z,1751547
20181008_160848_0e19,0,0,316029,4123935,2018-10-08T16:08:48.256821Z,1755229
20181009_155450_1_104b,0.01,0.09,331860,4110192,2018-10-09T15:54:50.039042Z,1756119
20181009_155453_104b,0.01,0.11,326877,4136997,2018-10-09T15:54:53.837508Z,1756119
20181011_160946_0e0f,0.01,0.07,332385,4127016,2018-10-11T16:09:46.256661Z,1760873
20181011_160947_0e0f,0.01,0.17,330669,4119840,2018-10-11T16:09:47.290557Z,1760873
20181012_161112_1025,0,0.02,345222,4137654,2018-10-12T16:11:12.987737Z,1762963
20181012_161315_1005,0,0.04,312399,4124727,2018-10-12T16:13:15.934516Z,1762964
20181017_155355_1020,0,0,327732,4116738,2018-10-17T15:53:55.755598Z,1772989
20181018_155233_0f2b,0,0,352113,4119303,2018-10-18T15:52:33.041283Z,1775041
20181020_155304_104b,0,0,332469,4129005,2018-10-20T15:53:04.568662Z,1779563
20181020_161242_100e,0,0,356538,4132542,2018-10-20T16:12:42.374071Z,1779302
20181021_161348_101e,0,0,309111,4140900,2018-10-21T16:13:48.862669Z,1781591
20181027_155308_0f3c,0,0.14,321525,4114458,2018-10-27T15:53:08.244992Z,1798371
20181029_155251_0f49,0,0,305958,4132656,2018-10-29T15:52:51.445474Z,1802194
20181029_160824_0e19,0,0,325629,4128855,2018-10-29T16:08:24.584613Z,1804291
20181029_161141_103e,0,0,355317,4120179,2018-10-29T16:11:41.871985Z,1802257
20190922_150109_1052,0.01,0,346497,4136274,2019-09-22T15:01:09.052582Z,2696261
20190924_163632_73_1060,0,0.19,351996,4112775,2019-09-24T16:36:32.731181Z,2701681
20190925_162223_1006,0,0.05,316926,4139166,2019-09-25T16:22:23.064904Z,2703583
20190927_161811_1029,0.01,0,345012,4109562,2019-09-27T16:18:11.609111Z,2708839
20190928_161922_1039,0,0.16,336690,4135725,2019-09-28T16:19:22.6951Z,2710888
20190928_162302_0f4e,0,0.09,303606,4135230,2019-09-28T16:23:02.522075Z,2711116
20190929_162014_1004,0.01,0,353610,4126971,2019-09-29T16:20:14.451336Z,2713366
20190929_162015_1004,0.01,0,351903,4119750,2019-09-29T16:20:15.490474Z,2713366
20190929_164152_79_1069,0,0.01,322653,4133652,2019-09-29T16:41:52.798157Z,2713740
20190930_161810_0f17,0,0.01,355719,4107216,2019-09-30T16:18:10.048762Z,2715743
20191001_161722_1010,0,0.01,348078,4115601,2019-10-01T16:17:22.260362Z,2718154
20191001_161930_1029,0.01,0,321159,4136718,2019-10-01T16:19:30.861913Z,2718635
20191003_145929_100d,0.01,0,323157,4116861,2019-10-03T14:59:29.179254Z,2723161
20191003_162107_103d,0.01,0,358074,4122369,2019-10-03T16:21:07.756929Z,2723565
20191003_162109_103d,0.01,0,354693,4107933,2019-10-03T16:21:09.816332Z,2723565
20191004_150057_0f46,0,0,343971,4104366,2019-10-04T15:00:57.528354Z,2725583
20191004_161925_0f17,0,0,324993,4135383,2019-10-04T16:19:25.905263Z,2725496
20191005_150012_1052,0.01,0,323169,4126284,2019-10-05T15:00:12.092319Z,2728405
20191005_150013_1_1052,0.01,0,320724,4139712,2019-10-05T15:00:13.987621Z,2728405
20191005_163418_65_105d,0,0.05,342963,4125423,2019-10-05T16:34:18.653821Z,2728076
20191008_145822_0f2b,0.01,0,330534,4120683,2019-10-08T14:58:22.347543Z,2735850
20191012_161912_103b,0,0,329226,4134138,2019-10-12T16:19:12.914436Z,2745015
20191014_161053_0e20,0.01,0,328650,4120275,2019-10-14T16:10:53.700396Z,2750226
20191016_145757_100d,0.01,0,318195,4126191,2019-10-16T14:57:57.710318Z,2755997
20191016_145759_100d,0.01,0,315699,4139475,2019-10-16T14:57:59.590415Z,2755997
20191016_162023_103b,0,0,363708,4124301,2019-10-16T16:20:23.226858Z,2755601
20191017_145838_0f46,0,0,314292,4130190,2019-10-17T14:58:38.97917Z,2758566
20191017_145838_1_0f46,0,0,315510,4123461,2019-10-17T14:58:38.044889Z,2758566
20191017_164017_78_1063,0,0.02,346434,4109949,2019-10-17T16:40:17.78397Z,2759345
20191022_145713_0f33,0.01,0,347538,4113060,2019-10-22T14:57:13.408676Z,2773749
20191022_161844_1025,0,0,325950,4143885,2019-10-22T16:18:44.745025Z,2772522
